資料年月	縣市別	鄉鎮市區	郵寄區號	性別	年齡級距	人數
10712	花蓮縣	新城鄉	971	女	25歲-29歲	680
10712	花蓮縣	新城鄉	971	女	30歲-34歲	615
10712	花蓮縣	新城鄉	971	女	35歲-39歲	685
10712	花蓮縣	新城鄉	971	女	40歲-44歲	747
10712	花蓮縣	新城鄉	971	女	45歲-49歲	764
10712	花蓮縣	新城鄉	971	女	50歲-54歲	715
10712	花蓮縣	新城鄉	971	女	55歲-59歲	787
10712	花蓮縣	新城鄉	971	女	60歲-64歲	738
10712	花蓮縣	新城鄉	971	女	65歲-69歲	647
10712	花蓮縣	新城鄉	971	女	70歲-74歲	343
10712	花蓮縣	新城鄉	971	女	75歲-79歲	275
10712	花蓮縣	新城鄉	971	女	80歲以上	360
10712	花蓮縣	玉里鎮	981	男	0歲-4歲	300
10712	花蓮縣	玉里鎮	981	男	5歲-9歲	392
10712	花蓮縣	玉里鎮	981	男	10歲-14歲	454
10712	花蓮縣	玉里鎮	981	男	15歲-19歲	652
10712	花蓮縣	玉里鎮	981	男	20歲-24歲	745
10712	花蓮縣	玉里鎮	981	男	25歲-29歲	714
10712	花蓮縣	玉里鎮	981	男	30歲-34歲	742
10712	花蓮縣	玉里鎮	981	男	35歲-39歲	841
10712	花蓮縣	玉里鎮	981	男	40歲-44歲	858
10712	花蓮縣	玉里鎮	981	男	45歲-49歲	936
10712	花蓮縣	玉里鎮	981	男	50歲-54歲	1159
10712	花蓮縣	玉里鎮	981	男	55歲-59歲	1110
10712	花蓮縣	玉里鎮	981	男	60歲-64歲	980
10712	花蓮縣	玉里鎮	981	男	65歲-69歲	810
10712	花蓮縣	玉里鎮	981	男	70歲-74歲	528
10712	花蓮縣	玉里鎮	981	男	75歲-79歲	447
10712	花蓮縣	玉里鎮	981	男	80歲以上	634
10712	花蓮縣	玉里鎮	981	女	0歲-4歲	274
10712	花蓮縣	玉里鎮	981	女	5歲-9歲	344
10712	花蓮縣	玉里鎮	981	女	10歲-14歲	430
10712	花蓮縣	玉里鎮	981	女	15歲-19歲	612
10712	花蓮縣	玉里鎮	981	女	20歲-24歲	685
10712	花蓮縣	玉里鎮	981	女	25歲-29歲	671
10712	花蓮縣	玉里鎮	981	女	30歲-34歲	578
10712	花蓮縣	玉里鎮	981	女	35歲-39歲	678
10712	花蓮縣	玉里鎮	981	女	40歲-44歲	719
10712	花蓮縣	玉里鎮	981	女	45歲-49歲	769
10712	花蓮縣	玉里鎮	981	女	50歲-54歲	772
10712	花蓮縣	玉里鎮	981	女	55歲-59歲	864
10712	花蓮縣	玉里鎮	981	女	60歲-64歲	848
10712	花蓮縣	玉里鎮	981	女	65歲-69歲	747
10712	花蓮縣	玉里鎮	981	女	70歲-74歲	614
10712	花蓮縣	玉里鎮	981	女	75歲-79歲	573
10712	花蓮縣	玉里鎮	981	女	80歲以上	788
10712	花蓮縣	瑞穗鄉	978	男	0歲-4歲	148
10712	花蓮縣	瑞穗鄉	978	男	5歲-9歲	145
10712	花蓮縣	瑞穗鄉	978	男	10歲-14歲	192
10712	花蓮縣	瑞穗鄉	978	男	15歲-19歲	273
10712	花蓮縣	瑞穗鄉	978	男	20歲-24歲	330
10712	花蓮縣	瑞穗鄉	978	男	25歲-29歲	403
10712	花蓮縣	瑞穗鄉	978	男	30歲-34歲	380
10712	花蓮縣	瑞穗鄉	978	男	35歲-39歲	441
10712	花蓮縣	瑞穗鄉	978	男	40歲-44歲	439
10712	花蓮縣	瑞穗鄉	978	男	45歲-49歲	445
10712	花蓮縣	瑞穗鄉	978	男	50歲-54歲	524
10712	花蓮縣	瑞穗鄉	978	男	55歲-59歲	553
10712	花蓮縣	瑞穗鄉	978	男	60歲-64歲	522
10712	花蓮縣	瑞穗鄉	978	男	65歲-69歲	457
10712	花蓮縣	瑞穗鄉	978	男	70歲-74歲	268
10712	花蓮縣	瑞穗鄉	978	男	75歲-79歲	220
10712	花蓮縣	瑞穗鄉	978	男	80歲以上	324
10712	花蓮縣	瑞穗鄉	978	女	0歲-4歲	130
10712	花蓮縣	瑞穗鄉	978	女	5歲-9歲	147
10712	花蓮縣	瑞穗鄉	978	女	10歲-14歲	162
10712	花蓮縣	瑞穗鄉	978	女	15歲-19歲	248
10712	花蓮縣	瑞穗鄉	978	女	20歲-24歲	313
10712	花蓮縣	瑞穗鄉	978	女	25歲-29歲	295
10712	花蓮縣	瑞穗鄉	978	女	30歲-34歲	283
10712	花蓮縣	瑞穗鄉	978	女	35歲-39歲	323
10712	花蓮縣	瑞穗鄉	978	女	40歲-44歲	305
10712	花蓮縣	瑞穗鄉	978	女	45歲-49歲	365
10712	花蓮縣	瑞穗鄉	978	女	50歲-54歲	357
10712	花蓮縣	瑞穗鄉	978	女	55歲-59歲	441
10712	花蓮縣	瑞穗鄉	978	女	60歲-64歲	446
10712	花蓮縣	瑞穗鄉	978	女	65歲-69歲	372
10712	花蓮縣	瑞穗鄉	978	女	70歲-74歲	293
10712	花蓮縣	瑞穗鄉	978	女	75歲-79歲	297
10712	花蓮縣	瑞穗鄉	978	女	80歲以上	412
10712	花蓮縣	秀林鄉	972	男	0歲-4歲	403
10712	花蓮縣	秀林鄉	972	男	5歲-9歲	414
10712	花蓮縣	秀林鄉	972	男	10歲-14歲	395
10712	花蓮縣	秀林鄉	972	男	15歲-19歲	588
10712	花蓮縣	秀林鄉	972	男	20歲-24歲	711
10712	花蓮縣	秀林鄉	972	男	25歲-29歲	666
10712	花蓮縣	秀林鄉	972	男	30歲-34歲	566
10712	花蓮縣	秀林鄉	972	男	35歲-39歲	586
10712	花蓮縣	秀林鄉	972	男	40歲-44歲	572
10712	花蓮縣	秀林鄉	972	男	45歲-49歲	578
10712	花蓮縣	秀林鄉	972	男	50歲-54歲	606
10712	花蓮縣	秀林鄉	972	男	55歲-59歲	572
10712	花蓮縣	秀林鄉	972	男	60歲-64歲	459
10712	花蓮縣	秀林鄉	972	男	65歲-69歲	307
10712	花蓮縣	秀林鄉	972	男	70歲-74歲	151
10712	花蓮縣	秀林鄉	972	男	75歲-79歲	81
10712	花蓮縣	秀林鄉	972	男	80歲以上	96
10712	花蓮縣	秀林鄉	972	女	0歲-4歲	382
10712	花蓮縣	秀林鄉	972	女	5歲-9歲	320
10712	花蓮縣	秀林鄉	972	女	10歲-14歲	388
10712	花蓮縣	秀林鄉	972	女	15歲-19歲	551
10712	花蓮縣	秀林鄉	972	女	20歲-24歲	666
10712	花蓮縣	秀林鄉	972	女	25歲-29歲	630
10712	花蓮縣	秀林鄉	972	女	30歲-34歲	462
10712	花蓮縣	秀林鄉	972	女	35歲-39歲	535
10712	花蓮縣	秀林鄉	972	女	40歲-44歲	555
10712	花蓮縣	秀林鄉	972	女	45歲-49歲	555
10712	花蓮縣	秀林鄉	972	女	50歲-54歲	537
10712	花蓮縣	秀林鄉	972	女	55歲-59歲	503
10712	花蓮縣	秀林鄉	972	女	60歲-64歲	455
10712	花蓮縣	秀林鄉	972	女	65歲-69歲	312
10712	花蓮縣	秀林鄉	972	女	70歲-74歲	199
10712	花蓮縣	秀林鄉	972	女	75歲-79歲	133
10712	花蓮縣	秀林鄉	972	女	80歲以上	202
10712	花蓮縣	花蓮市	970	男	0歲-4歲	1690
10712	花蓮縣	花蓮市	970	男	5歲-9歲	2758
10712	花蓮縣	花蓮市	970	男	10歲-14歲	2800
10712	花蓮縣	花蓮市	970	男	15歲-19歲	2982
10712	花蓮縣	花蓮市	970	男	20歲-24歲	3212
10712	花蓮縣	花蓮市	970	男	25歲-29歲	3382
10712	花蓮縣	花蓮市	970	男	30歲-34歲	3049
10712	花蓮縣	花蓮市	970	男	35歲-39歲	3642
10712	花蓮縣	花蓮市	970	男	40歲-44歲	3666
10712	花蓮縣	花蓮市	970	男	45歲-49歲	3408
10712	花蓮縣	花蓮市	970	男	50歲-54歲	3587
10712	花蓮縣	花蓮市	970	男	55歲-59歲	3407
10712	花蓮縣	花蓮市	970	男	60歲-64歲	3425
10712	花蓮縣	花蓮市	970	男	65歲-69歲	2878
10712	花蓮縣	花蓮市	970	男	70歲-74歲	1542
10712	花蓮縣	花蓮市	970	男	75歲-79歲	1177
10712	花蓮縣	花蓮市	970	男	80歲以上	1879
10712	花蓮縣	花蓮市	970	女	0歲-4歲	1554
10712	花蓮縣	花蓮市	970	女	5歲-9歲	2451
10712	花蓮縣	花蓮市	970	女	10歲-14歲	2620
10712	花蓮縣	花蓮市	970	女	15歲-19歲	2739
10712	花蓮縣	花蓮市	970	女	20歲-24歲	3035
10712	花蓮縣	花蓮市	970	女	25歲-29歲	3111
10712	花蓮縣	花蓮市	970	女	30歲-34歲	3062
10712	花蓮縣	花蓮市	970	女	35歲-39歲	4143
10712	花蓮縣	花蓮市	970	女	40歲-44歲	4431
10712	花蓮縣	花蓮市	970	女	45歲-49歲	4243
10712	花蓮縣	花蓮市	970	女	50歲-54歲	3972
10712	花蓮縣	花蓮市	970	女	55歲-59歲	4018
10712	花蓮縣	花蓮市	970	女	60歲-64歲	3906
10712	花蓮縣	花蓮市	970	女	65歲-69歲	3195
10712	花蓮縣	花蓮市	970	女	70歲-74歲	1930
10712	花蓮縣	花蓮市	970	女	75歲-79歲	1596
10712	花蓮縣	花蓮市	970	女	80歲以上	2248
10712	花蓮縣	萬榮鄉	979	男	0歲-4歲	118
10712	花蓮縣	萬榮鄉	979	男	5歲-9歲	141
10712	花蓮縣	萬榮鄉	979	男	10歲-14歲	158
10712	花蓮縣	萬榮鄉	979	男	15歲-19歲	184
10712	花蓮縣	萬榮鄉	979	男	20歲-24歲	293
10712	花蓮縣	萬榮鄉	979	男	25歲-29歲	303
10712	花蓮縣	萬榮鄉	979	男	30歲-34歲	257
10712	花蓮縣	萬榮鄉	979	男	35歲-39歲	274
10712	花蓮縣	萬榮鄉	979	男	40歲-44歲	275
10712	花蓮縣	萬榮鄉	979	男	45歲-49歲	251
10712	花蓮縣	萬榮鄉	979	男	50歲-54歲	249
10712	花蓮縣	萬榮鄉	979	男	55歲-59歲	262
10712	花蓮縣	萬榮鄉	979	男	60歲-64歲	217
10712	花蓮縣	萬榮鄉	979	男	65歲-69歲	116
10712	花蓮縣	萬榮鄉	979	男	70歲-74歲	74
10712	花蓮縣	萬榮鄉	979	男	75歲-79歲	45
10712	花蓮縣	萬榮鄉	979	男	80歲以上	33
10712	花蓮縣	萬榮鄉	979	女	0歲-4歲	110
10712	花蓮縣	萬榮鄉	979	女	5歲-9歲	148
10712	花蓮縣	萬榮鄉	979	女	10歲-14歲	164
10712	花蓮縣	萬榮鄉	979	女	15歲-19歲	168
10712	花蓮縣	萬榮鄉	979	女	20歲-24歲	256
10712	花蓮縣	萬榮鄉	979	女	25歲-29歲	267
10712	花蓮縣	萬榮鄉	979	女	30歲-34歲	223
10712	花蓮縣	萬榮鄉	979	女	35歲-39歲	204
10712	花蓮縣	萬榮鄉	979	女	40歲-44歲	194
10712	花蓮縣	萬榮鄉	979	女	45歲-49歲	217
10712	花蓮縣	萬榮鄉	979	女	50歲-54歲	214
10712	花蓮縣	萬榮鄉	979	女	55歲-59歲	236
10712	花蓮縣	萬榮鄉	979	女	60歲-64歲	175
10712	花蓮縣	萬榮鄉	979	女	65歲-69歲	128
10712	花蓮縣	萬榮鄉	979	女	70歲-74歲	88
10712	花蓮縣	萬榮鄉	979	女	75歲-79歲	44
10712	花蓮縣	萬榮鄉	979	女	80歲以上	78
10712	花蓮縣	豐濱鄉	977	男	0歲-4歲	37
10712	花蓮縣	豐濱鄉	977	男	5歲-9歲	51
10712	花蓮縣	豐濱鄉	977	男	10歲-14歲	44
10712	花蓮縣	豐濱鄉	977	男	15歲-19歲	75
10712	花蓮縣	豐濱鄉	977	男	20歲-24歲	116
10712	花蓮縣	豐濱鄉	977	男	25歲-29歲	153
10712	花蓮縣	豐濱鄉	977	男	30歲-34歲	141
10712	花蓮縣	豐濱鄉	977	男	35歲-39歲	187
10712	花蓮縣	豐濱鄉	977	男	40歲-44歲	247
10712	花蓮縣	豐濱鄉	977	男	45歲-49歲	246
10712	花蓮縣	豐濱鄉	977	男	50歲-54歲	307
10712	花蓮縣	豐濱鄉	977	男	55歲-59歲	280
10712	花蓮縣	豐濱鄉	977	男	60歲-64歲	228
10712	花蓮縣	豐濱鄉	977	男	65歲-69歲	148
10712	花蓮縣	豐濱鄉	977	男	70歲-74歲	78
10712	花蓮縣	豐濱鄉	977	男	75歲-79歲	76
10712	花蓮縣	豐濱鄉	977	男	80歲以上	113
10712	花蓮縣	豐濱鄉	977	女	0歲-4歲	49
10712	花蓮縣	豐濱鄉	977	女	5歲-9歲	51
10712	花蓮縣	豐濱鄉	977	女	10歲-14歲	46
10712	花蓮縣	豐濱鄉	977	女	15歲-19歲	65
10712	花蓮縣	豐濱鄉	977	女	20歲-24歲	90
10712	花蓮縣	豐濱鄉	977	女	25歲-29歲	105
10712	花蓮縣	豐濱鄉	977	女	30歲-34歲	102
10712	花蓮縣	豐濱鄉	977	女	35歲-39歲	139
10712	花蓮縣	豐濱鄉	977	女	40歲-44歲	124
10712	花蓮縣	豐濱鄉	977	女	45歲-49歲	159
10712	花蓮縣	豐濱鄉	977	女	50歲-54歲	171
10712	花蓮縣	豐濱鄉	977	女	55歲-59歲	203
10712	花蓮縣	豐濱鄉	977	女	60歲-64歲	160
10712	花蓮縣	豐濱鄉	977	女	65歲-69歲	157
10712	花蓮縣	豐濱鄉	977	女	70歲-74歲	148
10712	花蓮縣	豐濱鄉	977	女	75歲-79歲	119
10712	花蓮縣	豐濱鄉	977	女	80歲以上	164
10712	花蓮縣	鳳林鎮	975	男	0歲-4歲	123
10712	花蓮縣	鳳林鎮	975	男	5歲-9歲	139
10712	花蓮縣	鳳林鎮	975	男	10歲-14歲	158
10712	花蓮縣	鳳林鎮	975	男	15歲-19歲	254
10712	花蓮縣	鳳林鎮	975	男	20歲-24歲	305
10712	花蓮縣	鳳林鎮	975	男	25歲-29歲	316
10712	花蓮縣	鳳林鎮	975	男	30歲-34歲	289
10712	花蓮縣	鳳林鎮	975	男	35歲-39歲	357
10712	花蓮縣	鳳林鎮	975	男	40歲-44歲	388
10712	花蓮縣	鳳林鎮	975	男	45歲-49歲	372
10712	花蓮縣	鳳林鎮	975	男	50歲-54歲	467
10712	花蓮縣	鳳林鎮	975	男	55歲-59歲	485
10712	花蓮縣	鳳林鎮	975	男	60歲-64歲	485
10712	花蓮縣	鳳林鎮	975	男	65歲-69歲	386
10712	花蓮縣	鳳林鎮	975	男	70歲-74歲	277
10712	花蓮縣	鳳林鎮	975	男	75歲-79歲	271
10712	花蓮縣	鳳林鎮	975	男	80歲以上	394
10712	花蓮縣	鳳林鎮	975	女	0歲-4歲	112
10712	花蓮縣	鳳林鎮	975	女	5歲-9歲	125
10712	花蓮縣	鳳林鎮	975	女	10歲-14歲	131
10712	花蓮縣	鳳林鎮	975	女	15歲-19歲	205
10712	花蓮縣	鳳林鎮	975	女	20歲-24歲	291
10712	花蓮縣	鳳林鎮	975	女	25歲-29歲	278
10712	花蓮縣	鳳林鎮	975	女	30歲-34歲	272
10712	花蓮縣	鳳林鎮	975	女	35歲-39歲	300
10712	花蓮縣	鳳林鎮	975	女	40歲-44歲	350
10712	花蓮縣	鳳林鎮	975	女	45歲-49歲	312
10712	花蓮縣	鳳林鎮	975	女	50歲-54歲	333
10712	花蓮縣	鳳林鎮	975	女	55歲-59歲	410
10712	花蓮縣	鳳林鎮	975	女	60歲-64歲	428
10712	花蓮縣	鳳林鎮	975	女	65歲-69歲	381
10712	花蓮縣	鳳林鎮	975	女	70歲-74歲	299
10712	花蓮縣	鳳林鎮	975	女	75歲-79歲	310
10712	花蓮縣	鳳林鎮	975	女	80歲以上	497
10712	苗栗縣	三灣鄉	352	男	0歲-4歲	94
10712	苗栗縣	三灣鄉	352	男	5歲-9歲	98
10712	苗栗縣	三灣鄉	352	男	10歲-14歲	89
10712	苗栗縣	三灣鄉	352	男	15歲-19歲	164
10712	苗栗縣	三灣鄉	352	男	20歲-24歲	211
10712	苗栗縣	三灣鄉	352	男	25歲-29歲	208
10712	苗栗縣	三灣鄉	352	男	30歲-34歲	214
10712	苗栗縣	三灣鄉	352	男	35歲-39歲	236
10712	苗栗縣	三灣鄉	352	男	40歲-44歲	224
10712	苗栗縣	三灣鄉	352	男	45歲-49歲	205
10712	苗栗縣	三灣鄉	352	男	50歲-54歲	303
10712	苗栗縣	三灣鄉	352	男	55歲-59歲	375
10712	苗栗縣	三灣鄉	352	男	60歲-64歲	318
10712	苗栗縣	三灣鄉	352	男	65歲-69歲	239
10712	苗栗縣	三灣鄉	352	男	70歲-74歲	147
10712	苗栗縣	三灣鄉	352	男	75歲-79歲	146
10712	苗栗縣	三灣鄉	352	男	80歲以上	249
10712	苗栗縣	三灣鄉	352	女	0歲-4歲	81
10712	苗栗縣	三灣鄉	352	女	5歲-9歲	88
10712	苗栗縣	三灣鄉	352	女	10歲-14歲	87
10712	苗栗縣	三灣鄉	352	女	15歲-19歲	134
10712	苗栗縣	三灣鄉	352	女	20歲-24歲	181
10712	苗栗縣	三灣鄉	352	女	25歲-29歲	186
10712	苗栗縣	三灣鄉	352	女	30歲-34歲	180
10712	苗栗縣	三灣鄉	352	女	35歲-39歲	194
10712	苗栗縣	三灣鄉	352	女	40歲-44歲	171
10712	苗栗縣	三灣鄉	352	女	45歲-49歲	204
10712	苗栗縣	三灣鄉	352	女	50歲-54歲	208
10712	苗栗縣	三灣鄉	352	女	55歲-59歲	252
10712	苗栗縣	三灣鄉	352	女	60歲-64歲	207
10712	苗栗縣	三灣鄉	352	女	65歲-69歲	181
10712	苗栗縣	三灣鄉	352	女	70歲-74歲	107
10712	苗栗縣	三灣鄉	352	女	75歲-79歲	160
10712	苗栗縣	三灣鄉	352	女	80歲以上	285
10712	苗栗縣	三義鄉	367	男	0歲-4歲	209
10712	苗栗縣	三義鄉	367	男	5歲-9歲	299
10712	苗栗縣	三義鄉	367	男	10歲-14歲	360
10712	苗栗縣	三義鄉	367	男	15歲-19歲	464
10712	苗栗縣	三義鄉	367	男	20歲-24歲	518
10712	苗栗縣	三義鄉	367	男	25歲-29歲	668
10712	苗栗縣	三義鄉	367	男	30歲-34歲	612
10712	苗栗縣	三義鄉	367	男	35歲-39歲	611
10712	苗栗縣	三義鄉	367	男	40歲-44歲	582
10712	苗栗縣	三義鄉	367	男	45歲-49歲	489
10712	苗栗縣	三義鄉	367	男	50歲-54歲	644
10712	苗栗縣	三義鄉	367	男	55歲-59歲	741
10712	苗栗縣	三義鄉	367	男	60歲-64歲	703
10712	苗栗縣	三義鄉	367	男	65歲-69歲	510
10712	苗栗縣	三義鄉	367	男	70歲-74歲	287
10712	苗栗縣	三義鄉	367	男	75歲-79歲	242
10712	苗栗縣	三義鄉	367	男	80歲以上	397
10712	苗栗縣	三義鄉	367	女	0歲-4歲	165
10712	苗栗縣	三義鄉	367	女	5歲-9歲	283
10712	苗栗縣	三義鄉	367	女	10歲-14歲	330
10712	苗栗縣	三義鄉	367	女	15歲-19歲	360
10712	苗栗縣	三義鄉	367	女	20歲-24歲	447
10712	苗栗縣	三義鄉	367	女	25歲-29歲	557
10712	苗栗縣	三義鄉	367	女	30歲-34歲	480
10712	苗栗縣	三義鄉	367	女	35歲-39歲	554
10712	苗栗縣	三義鄉	367	女	40歲-44歲	472
10712	苗栗縣	三義鄉	367	女	45歲-49歲	495
10712	苗栗縣	三義鄉	367	女	50歲-54歲	601
10712	苗栗縣	三義鄉	367	女	55歲-59歲	680
10712	苗栗縣	三義鄉	367	女	60歲-64歲	586
10712	苗栗縣	三義鄉	367	女	65歲-69歲	443
10712	苗栗縣	三義鄉	367	女	70歲-74歲	255
10712	苗栗縣	三義鄉	367	女	75歲-79歲	258
10712	苗栗縣	三義鄉	367	女	80歲以上	486
10712	苗栗縣	公館鄉	363	男	0歲-4歲	434
10712	苗栗縣	公館鄉	363	男	5歲-9歲	663
10712	苗栗縣	公館鄉	363	男	10歲-14歲	720
10712	苗栗縣	公館鄉	363	男	15歲-19歲	914
10712	苗栗縣	公館鄉	363	男	20歲-24歲	1146
10712	苗栗縣	公館鄉	363	男	25歲-29歲	1273
10712	苗栗縣	公館鄉	363	男	30歲-34歲	1207
10712	苗栗縣	公館鄉	363	男	35歲-39歲	1288
10712	苗栗縣	公館鄉	363	男	40歲-44歲	1148
10712	苗栗縣	公館鄉	363	男	45歲-49歲	1107
10712	苗栗縣	公館鄉	363	男	50歲-54歲	1317
10712	苗栗縣	公館鄉	363	男	55歲-59歲	1411
10712	苗栗縣	公館鄉	363	男	60歲-64歲	1351
10712	苗栗縣	公館鄉	363	男	65歲-69歲	932
10712	苗栗縣	公館鄉	363	男	70歲-74歲	584
10712	苗栗縣	公館鄉	363	男	75歲-79歲	512
10712	苗栗縣	公館鄉	363	男	80歲以上	874
10712	苗栗縣	公館鄉	363	女	0歲-4歲	430
10712	苗栗縣	公館鄉	363	女	5歲-9歲	609
10712	苗栗縣	公館鄉	363	女	10歲-14歲	613
10712	苗栗縣	公館鄉	363	女	15歲-19歲	864
10712	苗栗縣	公館鄉	363	女	20歲-24歲	1053
10712	苗栗縣	公館鄉	363	女	25歲-29歲	1154
10712	苗栗縣	公館鄉	363	女	30歲-34歲	1005
10712	苗栗縣	公館鄉	363	女	35歲-39歲	1130
10712	苗栗縣	公館鄉	363	女	40歲-44歲	1017
10712	苗栗縣	公館鄉	363	女	45歲-49歲	1050
10712	苗栗縣	公館鄉	363	女	50歲-54歲	1178
10712	苗栗縣	公館鄉	363	女	55歲-59歲	1281
10712	苗栗縣	公館鄉	363	女	60歲-64歲	1120
10712	苗栗縣	公館鄉	363	女	65歲-69歲	870
10712	苗栗縣	公館鄉	363	女	70歲-74歲	562
10712	苗栗縣	公館鄉	363	女	75歲-79歲	549
10712	苗栗縣	公館鄉	363	女	80歲以上	1040
10712	苗栗縣	卓蘭鎮	369	男	0歲-4歲	183
10712	苗栗縣	卓蘭鎮	369	男	5歲-9歲	246
10712	苗栗縣	卓蘭鎮	369	男	10歲-14歲	247
10712	苗栗縣	卓蘭鎮	369	男	15歲-19歲	401
10712	苗栗縣	卓蘭鎮	369	男	20歲-24歲	515
10712	苗栗縣	卓蘭鎮	369	男	25歲-29歲	543
10712	苗栗縣	卓蘭鎮	369	男	30歲-34歲	618
10712	苗栗縣	卓蘭鎮	369	男	35歲-39歲	724
10712	苗栗縣	卓蘭鎮	369	男	40歲-44歲	606
10712	苗栗縣	卓蘭鎮	369	男	45歲-49歲	521
10712	苗栗縣	卓蘭鎮	369	男	50歲-54歲	646
10712	苗栗縣	卓蘭鎮	369	男	55歲-59歲	741
10712	苗栗縣	卓蘭鎮	369	男	60歲-64歲	716
10712	苗栗縣	卓蘭鎮	369	男	65歲-69歲	620
10712	苗栗縣	卓蘭鎮	369	男	70歲-74歲	358
10712	苗栗縣	卓蘭鎮	369	男	75歲-79歲	347
10712	苗栗縣	卓蘭鎮	369	男	80歲以上	499
10712	苗栗縣	卓蘭鎮	369	女	0歲-4歲	190
10712	苗栗縣	卓蘭鎮	369	女	5歲-9歲	209
10712	苗栗縣	卓蘭鎮	369	女	10歲-14歲	251
10712	苗栗縣	卓蘭鎮	369	女	15歲-19歲	388
10712	苗栗縣	卓蘭鎮	369	女	20歲-24歲	431
10712	苗栗縣	卓蘭鎮	369	女	25歲-29歲	504
10712	苗栗縣	卓蘭鎮	369	女	30歲-34歲	556
10712	苗栗縣	卓蘭鎮	369	女	35歲-39歲	650
10712	苗栗縣	卓蘭鎮	369	女	40歲-44歲	517
10712	苗栗縣	卓蘭鎮	369	女	45歲-49歲	459
10712	苗栗縣	卓蘭鎮	369	女	50歲-54歲	483
10712	苗栗縣	卓蘭鎮	369	女	55歲-59歲	673
10712	苗栗縣	卓蘭鎮	369	女	60歲-64歲	660
10712	苗栗縣	卓蘭鎮	369	女	65歲-69歲	568
10712	苗栗縣	卓蘭鎮	369	女	70歲-74歲	361
10712	苗栗縣	卓蘭鎮	369	女	75歲-79歲	290
10712	苗栗縣	卓蘭鎮	369	女	80歲以上	598
10712	苗栗縣	南庄鄉	353	男	0歲-4歲	119
10712	苗栗縣	南庄鄉	353	男	5歲-9歲	153
10712	苗栗縣	南庄鄉	353	男	10歲-14歲	189
10712	苗栗縣	南庄鄉	353	男	15歲-19歲	277
10712	苗栗縣	南庄鄉	353	男	20歲-24歲	278
10712	苗栗縣	南庄鄉	353	男	25歲-29歲	308
10712	苗栗縣	南庄鄉	353	男	30歲-34歲	297
10712	苗栗縣	南庄鄉	353	男	35歲-39歲	354
10712	苗栗縣	南庄鄉	353	男	40歲-44歲	366
10712	苗栗縣	南庄鄉	353	男	45歲-49歲	444
10712	苗栗縣	南庄鄉	353	男	50歲-54歲	532
10712	苗栗縣	南庄鄉	353	男	55歲-59歲	489
10712	苗栗縣	南庄鄉	353	男	60歲-64歲	480
10712	苗栗縣	南庄鄉	353	男	65歲-69歲	322
10712	苗栗縣	南庄鄉	353	男	70歲-74歲	188
10712	苗栗縣	南庄鄉	353	男	75歲-79歲	208
10712	苗栗縣	南庄鄉	353	男	80歲以上	302
10712	苗栗縣	南庄鄉	353	女	0歲-4歲	128
10712	苗栗縣	南庄鄉	353	女	5歲-9歲	125
10712	苗栗縣	南庄鄉	353	女	10歲-14歲	132
10712	苗栗縣	南庄鄉	353	女	15歲-19歲	254
10712	苗栗縣	南庄鄉	353	女	20歲-24歲	278
10712	苗栗縣	南庄鄉	353	女	25歲-29歲	278
10712	苗栗縣	南庄鄉	353	女	30歲-34歲	265
10712	苗栗縣	南庄鄉	353	女	35歲-39歲	264
10712	苗栗縣	南庄鄉	353	女	40歲-44歲	278
10712	苗栗縣	南庄鄉	353	女	45歲-49歲	289
10712	苗栗縣	南庄鄉	353	女	50歲-54歲	301
10712	苗栗縣	南庄鄉	353	女	55歲-59歲	355
10712	苗栗縣	南庄鄉	353	女	60歲-64歲	289
10712	苗栗縣	南庄鄉	353	女	65歲-69歲	277
10712	苗栗縣	南庄鄉	353	女	70歲-74歲	185
10712	苗栗縣	南庄鄉	353	女	75歲-79歲	259
10712	苗栗縣	南庄鄉	353	女	80歲以上	418
10712	苗栗縣	大湖鄉	364	男	0歲-4歲	191
10712	苗栗縣	大湖鄉	364	男	5歲-9歲	215
10712	苗栗縣	大湖鄉	364	男	10歲-14歲	240
10712	苗栗縣	大湖鄉	364	男	15歲-19歲	408
10712	苗栗縣	大湖鄉	364	男	20歲-24歲	407
10712	苗栗縣	大湖鄉	364	男	25歲-29歲	524
10712	苗栗縣	大湖鄉	364	男	30歲-34歲	493
10712	苗栗縣	大湖鄉	364	男	35歲-39歲	491
10712	苗栗縣	大湖鄉	364	男	40歲-44歲	461
10712	苗栗縣	大湖鄉	364	男	45歲-49歲	515
10712	苗栗縣	大湖鄉	364	男	50歲-54歲	636
10712	苗栗縣	大湖鄉	364	男	55歲-59歲	748
10712	苗栗縣	大湖鄉	364	男	60歲-64歲	657
10712	苗栗縣	大湖鄉	364	男	65歲-69歲	449
10712	苗栗縣	大湖鄉	364	男	70歲-74歲	281
10712	苗栗縣	大湖鄉	364	男	75歲-79歲	268
10712	苗栗縣	大湖鄉	364	男	80歲以上	512
10712	苗栗縣	大湖鄉	364	女	0歲-4歲	144
10712	苗栗縣	大湖鄉	364	女	5歲-9歲	201
10712	苗栗縣	大湖鄉	364	女	10歲-14歲	212
10712	苗栗縣	大湖鄉	364	女	15歲-19歲	330
10712	苗栗縣	大湖鄉	364	女	20歲-24歲	434
10712	苗栗縣	大湖鄉	364	女	25歲-29歲	476
10712	苗栗縣	大湖鄉	364	女	30歲-34歲	387
10712	苗栗縣	大湖鄉	364	女	35歲-39歲	443
10712	苗栗縣	大湖鄉	364	女	40歲-44歲	405
